# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
exon-XM_006305093.2-1	GENE_exon-XM_006305093.2-1	rna-XM_006305093.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006305113.2-1	GENE_exon-XM_006305113.2-1	rna-XM_006305113.2	protein_coding	1	8	3	460	8	0	4	0	0	0	0	214	1	56	3	0	0	0	0	0	0	0	1	0	0	8	178
exon-XM_006305199.2-1	GENE_exon-XM_006305199.2-1	rna-XM_006305199.2	protein_coding	0	11	8	236	9	1	11	0	0	0	0	95	0	7	8	0	0	0	0	1	0	0	0	0	0	9	115
exon-XM_006305237.2-1	GENE_exon-XM_006305237.2-1	rna-XM_006305237.2	protein_coding	0	4	8	235	11	1	10	0	0	0	0	91	0	0	8	0	0	0	0	0	0	0	0	0	0	3	123
exon-XM_006305273.2-1	GENE_exon-XM_006305273.2-1	rna-XM_006305273.2	protein_coding	0	11	2	341	10	0	3	0	0	0	0	132	0	47	2	0	0	0	0	2	0	0	0	0	0	9	151
exon-XM_006305274.2-1	GENE_exon-XM_006305274.2-1	rna-XM_006305274.2	protein_coding	0	11	0	285	9	0	5	0	0	0	0	68	0	29	0	0	0	0	0	4	0	1	0	0	0	8	176
exon-XM_006305291.2-1	GENE_exon-XM_006305291.2-1	rna-XM_006305291.2	protein_coding	0	15	1	244	2	0	3	0	0	0	0	88	0	16	1	0	0	0	0	3	0	0	0	0	0	12	138
exon-XM_006305303.2-1	GENE_exon-XM_006305303.2-1	rna-XM_006305303.2	protein_coding	0	16	1	308	5	0	5	0	0	0	0	131	0	27	1	0	0	0	0	7	0	0	0	0	0	9	147
exon-XM_006305311.2-1	GENE_exon-XM_006305311.2-1	rna-XM_006305311.2	protein_coding	0	9	1	331	11	0	2	0	0	0	0	137	0	21	1	0	0	0	0	2	0	0	0	0	0	7	161
exon-XM_006305316.2-1	GENE_exon-XM_006305316.2-1	rna-XM_006305316.2	protein_coding	0	13	3	263	12	2	12	0	0	0	0	71	0	39	3	0	0	0	0	6	0	0	0	0	0	5	135
exon-XM_006305362.2-1	GENE_exon-XM_006305362.2-1	rna-XM_006305362.2	protein_coding	0	10	2	306	12	0	12	0	0	1	0	148	0	33	1	0	0	0	0	3	0	0	0	0	0	7	104
exon-XM_006305368.2-1	GENE_exon-XM_006305368.2-1	rna-XM_006305368.2	protein_coding	0	9	2	223	0	0	5	0	0	0	0	97	0	17	2	0	0	0	0	1	0	0	0	0	0	9	104
exon-XM_006305376.2-1	GENE_exon-XM_006305376.2-1	rna-XM_006305376.2	protein_coding	0	6	1	194	2	0	2	0	0	0	0	100	0	9	1	0	0	0	0	1	0	0	0	0	0	6	81
exon-XM_006305385.2-1	GENE_exon-XM_006305385.2-1	rna-XM_006305385.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006305397.2-1	GENE_exon-XM_006305397.2-1	rna-XM_006305397.2	protein_coding	0	18	1	342	4	0	1	0	0	0	0	136	0	23	1	0	0	0	0	3	0	0	0	0	0	15	181
exon-XM_006305417.2-1	GENE_exon-XM_006305417.2-1	rna-XM_006305417.2	protein_coding	1	7	2	191	7	1	5	0	0	0	0	44	0	31	2	0	0	0	0	1	0	0	0	1	0	5	105
exon-XM_006305421.2-1	GENE_exon-XM_006305421.2-1	rna-XM_006305421.2	protein_coding	0	15	0	342	11	0	6	0	0	0	0	169	0	44	0	0	0	0	0	6	0	0	0	0	0	9	118
exon-XM_006305470.2-1	GENE_exon-XM_006305470.2-1	rna-XM_006305470.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_006305473.2-1	GENE_exon-XM_006305473.2-1	rna-XM_006305473.2	protein_coding	0	1	1	139	0	0	2	0	0	0	0	8	0	6	1	0	0	0	0	1	0	0	0	0	0	0	124
exon-XM_006305474.2-1	GENE_exon-XM_006305474.2-1	rna-XM_006305474.2	protein_coding	0	7	0	264	1	0	5	0	0	0	0	103	0	12	0	0	0	0	0	0	0	0	0	0	0	7	143
exon-XM_006305535.2-1	GENE_exon-XM_006305535.2-1	rna-XM_006305535.2	protein_coding	0	9	1	303	11	0	4	0	0	0	0	127	0	18	1	0	0	0	0	0	0	0	0	0	0	9	143
exon-XM_006305552.2-1	GENE_exon-XM_006305552.2-1	rna-XM_006305552.2	protein_coding	0	8	2	325	10	0	6	0	0	0	0	144	0	45	2	0	0	0	0	5	0	0	0	0	0	4	123
exon-XM_006305596.2-1	GENE_exon-XM_006305596.2-1	rna-XM_006305596.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006305597.2-1	GENE_exon-XM_006305597.2-1	rna-XM_006305597.2	protein_coding	0	8	1	368	3	0	8	0	0	0	0	170	0	6	1	0	0	0	0	0	0	0	0	0	0	8	181
exon-XM_006305689.2-1	GENE_exon-XM_006305689.2-1	rna-XM_006305689.2	protein_coding	4	6	7	375	9	0	3	1	0	0	0	196	4	0	6	0	1	0	0	1	0	0	0	0	0	5	166
exon-XM_006305691.2-1	GENE_exon-XM_006305691.2-1	rna-XM_006305691.2	protein_coding	0	3	2	201	5	0	2	0	0	0	0	75	0	16	2	0	0	0	0	0	0	0	0	0	0	3	103
exon-XM_006305730.2-1	GENE_exon-XM_006305730.2-1	rna-XM_006305730.2	protein_coding	0	2	1	323	11	0	1	0	0	0	0	162	0	20	1	0	0	0	0	1	0	0	0	0	0	1	130
exon-XM_006305758.2-1	GENE_exon-XM_006305758.2-1	rna-XM_006305758.2	protein_coding	1	4	14	284	7	3	15	0	0	0	0	119	1	14	14	0	0	0	0	3	0	0	1	0	1	0	129
exon-XM_006305763.2-1	GENE_exon-XM_006305763.2-1	rna-XM_006305763.2	protein_coding	0	12	0	179	5	0	4	0	0	0	0	66	0	11	0	0	0	0	0	4	0	0	0	0	0	8	97
exon-XM_006305766.1-1	GENE_exon-XM_006305766.1-1	rna-XM_006305766.1	protein_coding	0	9	10	227	0	0	0	0	0	0	0	88	0	0	10	0	0	0	0	0	0	0	0	0	0	9	139
exon-XM_006305768.2-1	GENE_exon-XM_006305768.2-1	rna-XM_006305768.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_006305831.1-1	GENE_exon-XM_006305831.1-1	rna-XM_006305831.1	protein_coding	2	2	1	329	0	0	0	0	1	0	0	142	2	0	0	0	0	0	0	0	2	0	0	0	0	2	187
exon-XM_006305846.2-1	GENE_exon-XM_006305846.2-1	rna-XM_006305846.2	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006305850.2-1	GENE_exon-XM_006305850.2-1	rna-XM_006305850.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006305871.2-1	GENE_exon-XM_006305871.2-1	rna-XM_006305871.2	protein_coding	1	24	24	364	14	0	5	0	0	0	0	123	0	60	24	0	0	0	1	6	0	0	0	0	0	18	169
exon-XM_006305875.2-1	GENE_exon-XM_006305875.2-1	rna-XM_006305875.2	protein_coding	0	2	0	179	3	0	0	0	0	0	0	138	0	0	0	0	0	0	0	1	0	0	0	0	0	1	38
exon-XM_006305881.2-1	GENE_exon-XM_006305881.2-1	rna-XM_006305881.2	protein_coding	0	15	22	330	2	0	4	0	0	0	0	143	0	21	22	0	0	0	0	3	0	0	0	0	0	12	163
exon-XM_006305894.2-1	GENE_exon-XM_006305894.2-1	rna-XM_006305894.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_006305898.2-1	GENE_exon-XM_006305898.2-1	rna-XM_006305898.2	protein_coding	0	14	7	359	13	0	6	0	0	0	0	125	0	83	7	0	0	0	0	4	0	0	0	0	0	11	135
exon-XM_006305918.2-1	GENE_exon-XM_006305918.2-1	rna-XM_006305918.2	protein_coding	1	5	9	252	6	0	3	0	0	0	0	125	1	6	9	0	0	0	0	0	0	0	0	1	0	5	112
exon-XM_006305924.2-1	GENE_exon-XM_006305924.2-1	rna-XM_006305924.2	protein_coding	0	16	3	421	3	1	9	0	0	0	0	150	0	43	3	0	0	0	0	2	0	0	0	0	0	13	218
exon-XM_006305962.2-1	GENE_exon-XM_006305962.2-1	rna-XM_006305962.2	protein_coding	0	18	8	243	0	0	0	0	0	0	0	89	0	3	8	0	0	0	0	0	0	0	0	0	0	18	151
exon-XM_006305967.2-1	GENE_exon-XM_006305967.2-1	rna-XM_006305967.2	protein_coding	0	2	7	97	0	0	0	0	1	0	0	76	0	0	6	0	0	0	0	0	0	0	0	0	0	2	21
exon-XM_006305979.2-1	GENE_exon-XM_006305979.2-1	rna-XM_006305979.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_006305982.2-1	GENE_exon-XM_006305982.2-1	rna-XM_006305982.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006305990.2-1	GENE_exon-XM_006305990.2-1	rna-XM_006305990.2	protein_coding	0	4	4	308	0	0	0	0	0	0	0	175	0	3	4	0	0	0	0	1	0	0	0	0	0	4	130
exon-XM_006305994.2-1	GENE_exon-XM_006305994.2-1	rna-XM_006305994.2	protein_coding	0	2	5	207	1	0	3	0	3	0	0	102	0	0	2	0	0	0	0	0	0	0	0	0	0	2	101
exon-XM_006305995.2-1	GENE_exon-XM_006305995.2-1	rna-XM_006305995.2	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006306023.2-1	GENE_exon-XM_006306023.2-1	rna-XM_006306023.2	protein_coding	0	0	1	184	1	0	0	0	0	0	0	125	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58
exon-XM_006306027.1-1	GENE_exon-XM_006306027.1-1	rna-XM_006306027.1	protein_coding	0	2	1	213	0	0	0	0	0	0	0	79	0	0	1	0	0	0	0	0	0	0	0	0	0	2	134
exon-XM_006306071.2-1	GENE_exon-XM_006306071.2-1	rna-XM_006306071.2	protein_coding	0	7	7	212	3	0	4	0	0	0	0	103	0	8	7	0	0	0	0	1	0	0	0	0	0	6	95
exon-XM_006306086.2-1	GENE_exon-XM_006306086.2-1	rna-XM_006306086.2	protein_coding	0	14	10	280	9	0	0	0	1	0	0	141	0	33	9	0	0	0	0	4	0	0	0	0	0	12	99
exon-XM_006306088.2-1	GENE_exon-XM_006306088.2-1	rna-XM_006306088.2	protein_coding	0	6	4	206	4	1	3	0	0	0	0	44	0	11	4	0	0	0	0	1	0	0	0	0	0	4	145
exon-XM_006306097.2-1	GENE_exon-XM_006306097.2-1	rna-XM_006306097.2	protein_coding	0	9	3	330	1	0	0	0	0	0	0	141	0	25	3	0	0	0	0	5	0	0	0	0	0	4	168
exon-XM_006306103.2-1	GENE_exon-XM_006306103.2-1	rna-XM_006306103.2	protein_coding	0	9	15	301	1	0	7	0	0	0	0	113	0	0	15	0	0	0	0	0	0	0	0	0	0	9	180
exon-XM_006306119.2-1	GENE_exon-XM_006306119.2-1	rna-XM_006306119.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
exon-XM_006306130.2-1	GENE_exon-XM_006306130.2-1	rna-XM_006306130.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006306135.2-1	GENE_exon-XM_006306135.2-1	rna-XM_006306135.2	protein_coding	0	9	14	179	0	0	2	0	0	0	0	116	0	7	14	0	0	0	0	0	0	0	0	0	0	9	54
exon-XM_006306232.2-1	GENE_exon-XM_006306232.2-1	rna-XM_006306232.2	protein_coding	0	10	0	448	16	1	7	0	0	0	0	143	0	50	0	0	0	0	0	1	0	0	0	0	0	9	232
exon-XM_006306241.2-1	GENE_exon-XM_006306241.2-1	rna-XM_006306241.2	protein_coding	0	19	4	292	10	0	1	0	0	0	0	91	0	26	4	0	0	0	0	1	0	0	0	0	0	18	165
exon-XM_006306254.2-1	GENE_exon-XM_006306254.2-1	rna-XM_006306254.2	protein_coding	0	8	0	229	0	4	17	0	0	0	0	78	0	6	0	0	0	0	0	0	0	0	0	0	0	4	128
exon-XM_006306255.2-1	GENE_exon-XM_006306255.2-1	rna-XM_006306255.2	protein_coding	0	6	0	183	4	1	4	0	0	0	0	69	0	23	0	0	0	0	0	1	0	0	0	0	0	4	84
exon-XM_006306262.2-1	GENE_exon-XM_006306262.2-1	rna-XM_006306262.2	protein_coding	1	18	4	376	4	0	4	0	0	0	0	172	1	51	4	0	0	0	0	3	0	0	0	0	0	15	147
exon-XM_006306271.2-1	GENE_exon-XM_006306271.2-1	rna-XM_006306271.2	protein_coding	0	6	3	310	7	0	3	0	0	0	0	147	0	26	3	0	0	0	0	3	0	0	0	0	0	3	130
exon-XM_006306283.2-1	GENE_exon-XM_006306283.2-1	rna-XM_006306283.2	protein_coding	0	11	5	219	3	1	5	0	0	0	0	132	0	2	5	0	0	0	0	1	0	0	0	0	0	9	78
exon-XM_006306285.2-1	GENE_exon-XM_006306285.2-1	rna-XM_006306285.2	protein_coding	0	36	6	249	2	0	1	0	0	0	0	36	0	18	6	0	0	0	0	1	0	0	0	0	0	35	193
exon-XM_006306289.2-1	GENE_exon-XM_006306289.2-1	rna-XM_006306289.2	protein_coding	0	22	2	356	9	0	2	0	0	0	0	172	0	67	2	0	0	0	0	4	0	0	0	0	0	19	109
exon-XM_006306306.2-1	GENE_exon-XM_006306306.2-1	rna-XM_006306306.2	protein_coding	0	5	2	196	11	0	1	0	0	0	0	129	0	0	2	0	0	0	0	1	0	0	0	0	0	4	55
exon-XM_006306371.2-1	GENE_exon-XM_006306371.2-1	rna-XM_006306371.2	protein_coding	0	12	4	355	5	0	0	0	0	0	0	175	0	27	4	0	0	0	0	1	0	0	0	0	0	11	149
exon-XM_006306386.2-1	GENE_exon-XM_006306386.2-1	rna-XM_006306386.2	protein_coding	0	3	0	253	9	0	4	0	0	0	0	120	0	9	0	0	0	0	0	0	0	0	0	0	0	3	111
exon-XM_006306407.2-1	GENE_exon-XM_006306407.2-1	rna-XM_006306407.2	protein_coding	0	9	12	327	2	1	9	0	0	0	0	144	0	26	12	0	0	0	0	2	0	0	0	0	0	7	147
exon-XM_006306415.2-1	GENE_exon-XM_006306415.2-1	rna-XM_006306415.2	protein_coding	0	16	8	266	0	0	0	1	0	0	0	115	0	15	7	0	0	0	0	1	0	0	0	0	0	15	137
exon-XM_006306418.2-1	GENE_exon-XM_006306418.2-1	rna-XM_006306418.2	protein_coding	0	1	1	220	3	0	5	0	0	0	0	27	0	11	1	0	0	0	0	0	0	0	0	0	0	1	174
exon-XM_006306419.2-1	GENE_exon-XM_006306419.2-1	rna-XM_006306419.2	protein_coding	0	11	2	305	3	1	3	0	0	0	0	118	0	52	2	0	0	0	0	6	0	0	0	0	0	4	135
exon-XM_006306423.2-1	GENE_exon-XM_006306423.2-1	rna-XM_006306423.2	protein_coding	0	9	7	264	5	0	3	0	0	0	0	173	0	6	7	0	0	0	0	0	0	0	0	0	0	9	77
exon-XM_006306444.2-1	GENE_exon-XM_006306444.2-1	rna-XM_006306444.2	protein_coding	2	33	19	222	2	0	8	1	1	0	1	51	1	1	16	0	0	1	1	2	0	0	0	0	0	33	161
exon-XM_006306468.2-1	GENE_exon-XM_006306468.2-1	rna-XM_006306468.2	protein_coding	0	24	2	372	1	1	14	0	0	0	0	185	0	49	2	0	0	0	0	7	0	0	0	0	0	16	129
exon-XM_006306495.2-1	GENE_exon-XM_006306495.2-1	rna-XM_006306495.2	protein_coding	0	13	4	279	9	0	1	0	0	0	0	97	0	11	4	0	0	0	0	3	0	0	0	0	0	11	163
exon-XM_006306522.2-1	GENE_exon-XM_006306522.2-1	rna-XM_006306522.2	protein_coding	0	23	5	310	14	2	14	0	0	0	0	76	0	30	5	0	0	0	0	1	0	0	0	0	0	20	177
exon-XM_006306559.2-1	GENE_exon-XM_006306559.2-1	rna-XM_006306559.2	protein_coding	0	31	8	329	17	1	5	0	0	0	0	133	0	16	8	0	0	0	0	1	0	0	0	0	0	29	158
exon-XM_006306584.2-1	GENE_exon-XM_006306584.2-1	rna-XM_006306584.2	protein_coding	0	28	8	265	10	1	5	0	0	0	0	132	0	35	8	0	0	0	0	7	0	0	0	0	0	21	88
exon-XM_006306592.2-1	GENE_exon-XM_006306592.2-1	rna-XM_006306592.2	protein_coding	1	14	11	314	0	0	2	0	0	0	0	192	0	8	11	0	0	0	1	1	0	0	0	0	0	13	113
exon-XM_006306607.2-1	GENE_exon-XM_006306607.2-1	rna-XM_006306607.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006306613.2-1	GENE_exon-XM_006306613.2-1	rna-XM_006306613.2	protein_coding	0	8	1	177	0	0	0	0	0	0	0	77	0	18	1	0	0	0	0	1	0	0	0	0	0	7	83
exon-XM_006306619.2-1	GENE_exon-XM_006306619.2-1	rna-XM_006306619.2	protein_coding	0	27	22	295	0	0	4	0	0	0	0	124	0	40	22	0	0	0	0	2	0	0	0	0	0	25	129
exon-XM_006306627.2-1	GENE_exon-XM_006306627.2-1	rna-XM_006306627.2	protein_coding	0	19	9	171	5	2	4	0	1	0	0	77	0	21	8	0	0	0	0	1	0	0	0	0	0	16	65
exon-XM_006306628.2-1	GENE_exon-XM_006306628.2-1	rna-XM_006306628.2	protein_coding	0	19	9	171	5	2	4	0	1	0	0	77	0	21	8	0	0	0	0	1	0	0	0	0	0	16	65
exon-XM_006306713.2-1	GENE_exon-XM_006306713.2-1	rna-XM_006306713.2	protein_coding	0	24	6	379	20	0	1	0	1	0	0	135	0	42	5	0	0	0	0	8	0	0	0	0	0	17	186
exon-XM_006306732.2-1	GENE_exon-XM_006306732.2-1	rna-XM_006306732.2	protein_coding	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006306748.2-1	GENE_exon-XM_006306748.2-1	rna-XM_006306748.2	protein_coding	0	15	10	198	11	1	3	0	0	0	0	59	0	12	10	0	0	0	0	2	0	0	0	0	0	12	114
exon-XM_006306847.2-1	GENE_exon-XM_006306847.2-1	rna-XM_006306847.2	protein_coding	1	16	15	274	7	0	13	0	0	0	0	114	0	53	15	0	0	0	1	4	0	0	0	0	0	13	90
exon-XM_006306865.2-1	GENE_exon-XM_006306865.2-1	rna-XM_006306865.2	protein_coding	0	9	20	291	8	0	2	0	2	0	1	134	0	5	17	0	0	0	0	0	0	0	0	0	0	9	142
exon-XM_006306876.2-1	GENE_exon-XM_006306876.2-1	rna-XM_006306876.2	protein_coding	0	11	12	153	10	0	0	1	0	0	0	67	0	0	11	0	0	0	0	0	0	0	0	0	0	11	76
exon-XM_006306877.2-1	GENE_exon-XM_006306877.2-1	rna-XM_006306877.2	protein_coding	0	11	0	197	6	0	2	0	0	0	0	60	0	28	0	0	0	0	0	2	0	0	0	0	0	9	102
exon-XM_006306903.2-1	GENE_exon-XM_006306903.2-1	rna-XM_006306903.2	protein_coding	0	21	10	338	7	0	4	0	0	0	0	173	0	0	10	0	0	0	0	0	0	0	0	0	0	21	154
exon-XM_006306924.2-1	GENE_exon-XM_006306924.2-1	rna-XM_006306924.2	protein_coding	0	23	15	292	13	0	7	2	1	0	0	80	0	16	12	0	0	0	0	0	0	0	0	0	0	23	176
exon-XM_006306939.2-1	GENE_exon-XM_006306939.2-1	rna-XM_006306939.2	protein_coding	0	16	8	263	15	0	9	0	0	0	0	62	0	1	8	0	0	0	0	1	0	0	0	0	0	15	177
exon-XM_006306943.2-1	GENE_exon-XM_006306943.2-1	rna-XM_006306943.2	protein_coding	0	10	12	188	2	0	4	0	0	0	0	68	0	22	12	0	0	0	0	0	0	0	0	0	0	10	92
exon-XM_006306955.2-1	GENE_exon-XM_006306955.2-1	rna-XM_006306955.2	protein_coding	0	11	11	182	0	0	1	0	0	0	0	97	0	19	11	0	0	0	0	1	0	0	0	0	0	10	66
exon-XM_006307065.2-1	GENE_exon-XM_006307065.2-1	rna-XM_006307065.2	protein_coding	0	14	2	406	13	0	1	0	0	0	0	189	0	61	2	0	0	0	0	2	0	0	0	0	0	12	144
exon-XM_006307066.2-1	GENE_exon-XM_006307066.2-1	rna-XM_006307066.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006307115.2-1	GENE_exon-XM_006307115.2-1	rna-XM_006307115.2	protein_coding	0	18	4	397	10	0	2	0	0	0	0	149	0	78	4	0	0	0	0	5	0	0	0	0	0	14	162
exon-XM_006307178.2-1	GENE_exon-XM_006307178.2-1	rna-XM_006307178.2	protein_coding	0	6	0	285	1	0	4	0	0	0	0	175	0	37	0	0	0	0	0	2	0	0	0	0	0	4	70
exon-XM_006307181.2-1	GENE_exon-XM_006307181.2-1	rna-XM_006307181.2	protein_coding	0	10	2	391	12	0	4	0	0	0	0	158	0	59	2	0	0	0	0	3	0	0	0	0	0	7	161
exon-XM_006307189.2-1	GENE_exon-XM_006307189.2-1	rna-XM_006307189.2	protein_coding	0	10	6	261	1	0	5	0	0	0	0	48	0	44	6	0	0	0	0	0	0	0	0	0	0	10	163
exon-XM_006307221.2-1	GENE_exon-XM_006307221.2-1	rna-XM_006307221.2	protein_coding	0	22	11	298	3	1	5	0	1	0	0	85	0	26	10	0	0	0	0	0	0	0	0	0	0	21	179
exon-XM_006307233.2-1	GENE_exon-XM_006307233.2-1	rna-XM_006307233.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_006307244.2-1	GENE_exon-XM_006307244.2-1	rna-XM_006307244.2	protein_coding	1	9	9	329	4	0	7	0	0	0	0	122	0	26	9	0	0	0	0	1	0	0	1	0	0	8	171
exon-XM_006307279.2-1	GENE_exon-XM_006307279.2-1	rna-XM_006307279.2	protein_coding	0	22	12	330	15	1	13	0	0	0	0	96	0	67	12	0	0	0	0	4	0	0	0	0	0	17	143
exon-XM_006307287.2-1	GENE_exon-XM_006307287.2-1	rna-XM_006307287.2	protein_coding	1	16	23	265	8	0	1	0	1	0	0	29	0	52	22	0	0	0	0	10	0	0	1	0	0	6	185
exon-XM_006307304.2-1	GENE_exon-XM_006307304.2-1	rna-XM_006307304.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
exon-XM_006307313.2-1	GENE_exon-XM_006307313.2-1	rna-XM_006307313.2	protein_coding	0	14	3	240	2	0	0	0	0	0	0	71	0	28	3	0	0	0	0	3	0	0	0	0	0	11	142
exon-XM_006307387.2-1	GENE_exon-XM_006307387.2-1	rna-XM_006307387.2	protein_coding	0	13	9	236	13	1	2	1	0	0	0	142	0	0	8	0	0	0	0	0	0	0	0	0	0	12	79
exon-XM_006307408.2-1	GENE_exon-XM_006307408.2-1	rna-XM_006307408.2	protein_coding	0	12	8	273	9	0	0	0	0	0	0	117	0	1	8	0	0	0	0	0	0	0	0	0	0	12	146
exon-XM_006307436.2-1	GENE_exon-XM_006307436.2-1	rna-XM_006307436.2	protein_coding	0	9	0	133	2	1	6	0	0	0	0	43	0	24	0	0	0	0	0	2	0	0	0	0	0	6	59
exon-XM_006307439.2-1	GENE_exon-XM_006307439.2-1	rna-XM_006307439.2	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006307455.2-1	GENE_exon-XM_006307455.2-1	rna-XM_006307455.2	protein_coding	0	7	7	175	3	0	0	0	0	0	0	63	0	30	7	0	0	0	0	4	0	0	0	0	0	5	81
exon-XM_006307504.2-1	GENE_exon-XM_006307504.2-1	rna-XM_006307504.2	protein_coding	0	13	1	337	6	0	3	0	0	0	0	158	0	13	1	0	0	0	0	3	0	0	0	0	0	10	160
exon-XM_006307513.2-1	GENE_exon-XM_006307513.2-1	rna-XM_006307513.2	protein_coding	1	9	4	385	10	1	3	0	0	0	0	131	0	65	4	0	0	0	1	1	0	0	0	0	0	8	177
exon-XM_006307519.2-1	GENE_exon-XM_006307519.2-1	rna-XM_006307519.2	protein_coding	2	19	3	343	12	0	6	1	0	0	0	92	2	90	2	0	0	0	0	5	0	0	0	0	0	14	148
exon-XM_006307556.2-1	GENE_exon-XM_006307556.2-1	rna-XM_006307556.2	protein_coding	0	9	3	227	7	0	1	0	0	0	0	159	0	23	3	0	0	0	0	0	0	0	0	0	0	9	37
exon-XM_006307558.2-1	GENE_exon-XM_006307558.2-1	rna-XM_006307558.2	protein_coding	4	13	2	322	3	0	2	0	2	0	0	168	2	0	2	0	0	0	0	0	3	0	0	0	0	13	149
exon-XM_006307578.2-1	GENE_exon-XM_006307578.2-1	rna-XM_006307578.2	protein_coding	0	13	2	332	9	2	5	0	0	0	0	154	0	30	2	0	0	0	0	1	0	0	0	0	0	10	134
exon-XM_006307620.2-1	GENE_exon-XM_006307620.2-1	rna-XM_006307620.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006307638.2-1	GENE_exon-XM_006307638.2-1	rna-XM_006307638.2	protein_coding	0	16	11	291	4	1	7	0	0	0	0	130	0	36	11	0	0	0	0	2	0	0	0	0	0	13	116
exon-XM_006307653.2-1	GENE_exon-XM_006307653.2-1	rna-XM_006307653.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_023776770.1-1	GENE_exon-XM_023776770.1-1	rna-XM_023776770.1	protein_coding	0	11	5	393	14	1	6	1	1	0	0	184	0	21	3	0	0	0	0	2	0	0	0	0	0	8	170
exon-XM_023776776.1-1	GENE_exon-XM_023776776.1-1	rna-XM_023776776.1	protein_coding	0	7	3	343	3	0	4	0	0	0	0	177	0	8	3	0	0	0	0	1	0	0	0	0	0	6	152
exon-XM_023776777.1-1	GENE_exon-XM_023776777.1-1	rna-XM_023776777.1	protein_coding	0	7	3	343	3	0	4	0	0	0	0	177	0	8	3	0	0	0	0	1	0	0	0	0	0	6	152
exon-XM_023776784.1-1	GENE_exon-XM_023776784.1-1	rna-XM_023776784.1	protein_coding	0	6	6	377	13	0	4	0	0	0	0	169	0	43	6	0	0	0	0	3	0	0	0	0	0	3	150
